date,order_id,customer_id,picker_id,article_id,quantity,line_weight,kolli_volume,aisle,house,picklocation,start_sec,end_sec,order_date,due_date,length,width,height,kolli_size
0,G0100-000001,generated-day-1,,A00012,6,8.367,16.317,1,36,3600,,,7200.0,21600.0,265.0,178.0,311.0,6
0,G0100-000001,generated-day-1,,A00275,6,7.84,13.222,8,23,2302,,,7200.0,21600.0,255.0,170.0,305.0,6
0,G0100-000001,generated-day-1,,A00351,6,12.77,17.62,6,19,1902,,,7200.0,21600.0,290.0,195.0,280.0,6
0,G0100-000001,generated-day-1,,A00544,96,26.36,10.003,5,18,1804,,,7200.0,21600.0,331.0,219.0,138.0,24
0,G0100-000001,generated-day-1,,A00790,12,12.847999999999999,12.018,8,42,4204,,,7200.0,21600.0,250.0,170.0,290.0,6
0,G0100-000001,generated-day-1,,A00194,6,6.902999999999999,10.142,3,4,404,,,7200.0,21600.0,217.0,175.0,250.0,6
0,G0100-000001,generated-day-1,,A00404,12,3.1980000000000004,5.231,6,13,1304,,,7200.0,21600.0,227.0,167.0,138.0,12
0,G0100-000001,generated-day-1,,A00273,72,37.989000000000004,19.506,4,36,3600,,,7200.0,21600.0,400.0,270.0,168.0,24
0,G0100-000001,generated-day-1,,A00657,6,6.112,11.372,3,39,3905,,,7200.0,21600.0,226.0,154.0,298.0,6
0,G0100-000001,generated-day-1,,A00910,18,27.654,16.638,8,8,802,,,7200.0,21600.0,407.0,269.0,229.0,6
0,G0100-000001,generated-day-1,,A00072,48,17.452,13.122,5,26,2604,,,7200.0,21600.0,360.0,243.0,150.0,24
0,G0100-000001,generated-day-1,,A00534,24,12.566000000000003,10.014,5,5,500,,,7200.0,21600.0,281.0,206.0,173.0,12
0,G0100-000001,generated-day-1,,A00508,24,8.363,13.643,5,21,2104,,,7200.0,21600.0,361.0,247.0,153.0,24
0,G0100-000001,generated-day-1,,A00741,6,7.264999999999999,12.414,4,23,2311,,,7200.0,21600.0,238.0,163.0,320.0,6
0,G0100-000001,generated-day-1,,A00117,6,9.484,15.235,8,11,1100,,,7200.0,21600.0,265.0,175.0,355.0,6
0,G0100-000001,generated-day-1,,A00366,6,8.367,16.68,2,34,3400,,,7200.0,21600.0,270.0,180.0,309.0,6
0,G0100-000001,generated-day-1,,A00119,6,6.456,13.03,8,32,3204,,,7200.0,21600.0,240.0,160.0,292.0,6
0,G0101-000001,generated-day-1,,A00531,6,6.351,12.253,8,47,4702,,,7200.0,25200.0,244.0,174.0,246.0,6
0,G0101-000001,generated-day-1,,A00512,48,10.484,4.441,6,1,102,,,7200.0,25200.0,224.0,168.0,118.0,12
0,G0101-000001,generated-day-1,,A01258,24,8.553,13.213,5,36,3602,,,7200.0,25200.0,353.0,241.0,205.0,24
0,G0101-000001,generated-day-1,,A00106,24,12.566000000000003,10.086,5,1,100,,,7200.0,25200.0,283.0,206.0,173.0,12
0,G0101-000001,generated-day-1,,A00088,6,6.362,12.768,7,3,304,,,7200.0,25200.0,166.0,219.0,316.0,6
0,G0101-000001,generated-day-1,,A00146,18,27.576,16.546,8,17,1700,,,7200.0,25200.0,265.0,175.0,355.0,6
0,G0101-000001,generated-day-1,,A00240,24,9.878,17.779,4,12,1200,,,7200.0,25200.0,356.0,237.0,200.0,24
0,G0101-000001,generated-day-1,,A01104,6,9.326,13.754,7,28,2804,,,7200.0,25200.0,250.0,167.0,315.0,6
0,G0101-000001,generated-day-1,,A00273,96,50.652,19.506,4,36,3600,,,7200.0,25200.0,400.0,270.0,168.0,24
0,G0101-000001,generated-day-1,,A00874,6,7.835000000000001,11.664,3,24,2404,,,7200.0,25200.0,240.0,162.0,331.0,6
0,G0101-000001,generated-day-1,,A00687,6,3.175,38.882,6,39,3904,,,7200.0,25200.0,452.0,354.0,243.0,6
0,G0101-000001,generated-day-1,,A00832,6,9.216,17.315,8,6,602,,,7200.0,25200.0,265.0,175.0,355.0,6
0,G0101-000001,generated-day-1,,A00610,6,6.469,13.668,8,18,1802,,,7200.0,25200.0,169.0,254.0,303.0,6
0,G0101-000001,generated-day-1,,A00913,36,47.466,13.178,8,19,1900,,,7200.0,25200.0,255.0,170.0,305.0,6
0,G0101-000001,generated-day-1,,A00645,6,7.574,9.351,4,3,300,,,7200.0,25200.0,210.0,187.0,230.0,6
0,G0101-000001,generated-day-1,,A01242,24,8.595,13.213,5,38,3800,,,7200.0,25200.0,360.0,243.0,150.0,24
0,G0101-000001,generated-day-1,,A00315,12,12.686,9.634,8,32,3200,,,7200.0,25200.0,220.0,147.0,279.0,6
0,G0101-000001,generated-day-1,,A00413,4,6.17,10.098,7,38,3800,,,7200.0,25200.0,196.0,196.0,300.0,4
0,G0101-000001,generated-day-1,,A00448,12,10.623,20.66,8,42,4200,,,7200.0,25200.0,327.0,243.0,260.0,12
0,G0101-000001,generated-day-1,,A00541,6,6.888,11.827,2,13,1302,,,7200.0,25200.0,225.0,154.0,321.0,6
0,G0101-000002,generated-day-1,,A00947,6,6.484,10.323,3,35,3501,,,7200.0,25200.0,271.0,167.0,283.0,6
0,G0101-000002,generated-day-1,,A00848,6,7.482000000000001,10.986,2,35,3500,,,7200.0,25200.0,225.0,150.0,315.0,6
0,G0101-000002,generated-day-1,,A00557,6,6.443,14.946,8,31,3100,,,7200.0,25200.0,299.0,193.0,259.0,6
0,G0101-000002,generated-day-1,,A00167,6,8.135,14.172,7,24,2404,,,7200.0,25200.0,252.0,168.0,327.0,6
0,G0101-000002,generated-day-1,,A00088,6,6.362,12.768,7,3,304,,,7200.0,25200.0,166.0,219.0,316.0,6
0,G0101-000002,generated-day-1,,A00612,24,8.512,13.267,5,39,3900,,,7200.0,25200.0,360.0,243.0,150.0,24
0,G0101-000002,generated-day-1,,A00594,6,12.843,17.917,6,15,1502,,,7200.0,25200.0,255.0,170.0,308.0,6
0,G0101-000002,generated-day-1,,A00859,6,6.455,10.912,8,27,2700,,,7200.0,25200.0,274.0,187.0,335.0,6
0,G0101-000002,generated-day-1,,A01118,24,6.356,10.226,5,28,2802,,,7200.0,25200.0,334.0,220.0,140.0,24
0,G0101-000002,generated-day-1,,A00724,6,12.304000000000002,18.607,7,2,200,,,7200.0,25200.0,328.0,219.0,343.0,6
0,G0101-000002,generated-day-1,,A00323,24,6.591,9.988,5,42,4200,,,7200.0,25200.0,329.0,220.0,138.0,24
0,G0101-000002,generated-day-1,,A00654,12,18.64,13.515,7,29,2902,,,7200.0,25200.0,250.0,167.0,315.0,6
0,G0101-000002,generated-day-1,,A00803,24,8.674,13.415,6,5,502,,,7200.0,25200.0,411.0,272.0,120.0,24
0,G0101-000002,generated-day-1,,A01110,6,6.145,11.419,3,23,2300,,,7200.0,25200.0,236.0,156.0,299.0,6
0,G0101-000002,generated-day-1,,A00683,54,83.088,16.762,8,9,900,,,7200.0,25200.0,407.0,269.0,229.0,6
0,G0101-000002,generated-day-1,,A00324,24,12.599,19.696,4,21,2100,,,7200.0,25200.0,411.0,277.0,173.0,24
0,G0101-000002,generated-day-1,,A00009,9,12.488,127.368,7,0,3,,,7200.0,25200.0,580.0,720.0,305.0,9
0,G0101-000002,generated-day-1,,A00315,6,6.343,9.634,8,32,3200,,,7200.0,25200.0,220.0,147.0,279.0,6
0,G0101-000002,generated-day-1,,A00551,6,9.348,16.313,7,13,1300,,,7200.0,25200.0,265.0,175.0,330.0,6
0,G0101-000002,generated-day-1,,A00984,48,16.668,13.34,5,42,4202,,,7200.0,25200.0,305.0,206.0,288.0,24
0,G0101-000002,generated-day-1,,A00513,12,25.542,17.362,6,22,2200,,,7200.0,25200.0,290.0,195.0,280.0,6
0,G0101-000002,generated-day-1,,A00423,6,9.462,17.199,8,12,1200,,,7200.0,25200.0,265.0,175.0,355.0,6
0,G0101-000002,generated-day-1,,A00276,6,6.274000000000001,12.288,8,27,2702,,,7200.0,25200.0,166.0,249.0,316.0,6
0,G0101-000002,generated-day-1,,A01041,6,9.32,13.515,7,29,2902,,,7200.0,25200.0,250.0,167.0,315.0,6
0,G0101-000002,generated-day-1,,A00275,12,15.68,13.222,8,23,2302,,,7200.0,25200.0,255.0,170.0,305.0,6
0,G0101-000002,generated-day-1,,A01097,6,9.218,16.638,8,8,802,,,7200.0,25200.0,270.0,180.0,350.0,6
0,G0101-000002,generated-day-1,,A00616,6,9.251,14.358,8,28,2800,,,7200.0,25200.0,260.0,172.0,320.0,6
0,G0101-000002,generated-day-1,,A00273,24,12.663,19.506,4,36,3600,,,7200.0,25200.0,400.0,270.0,168.0,24
0,G0101-000002,generated-day-1,,A01044,18,23.721,13.934,8,22,2202,,,7200.0,25200.0,255.0,170.0,305.0,6
0,G0101-000003,generated-day-1,,A00386,12,18.882,14.95,8,16,1600,,,7200.0,25200.0,175.0,263.0,328.0,6
0,G0101-000003,generated-day-1,,A00560,6,8.832,14.783,2,9,902,,,7200.0,25200.0,260.0,170.0,315.0,6
0,G0101-000003,generated-day-1,,A00086,6,8.876,14.325,2,33,3300,,,7200.0,25200.0,265.0,180.0,315.0,6
0,G0101-000003,generated-day-1,,A00664,6,6.492000000000001,10.875,8,35,3500,,,7200.0,25200.0,237.0,161.0,285.0,6
0,G0101-000003,generated-day-1,,A01254,6,7.77,14.846,1,29,2900,,,7200.0,25200.0,265.0,175.0,295.0,6
0,G0101-000003,generated-day-1,,A00964,24,6.021000000000001,19.481,4,33,3304,,,7200.0,25200.0,408.0,276.0,173.0,24
0,G0101-000003,generated-day-1,,A01156,12,6.523,10.183,4,19,1904,,,7200.0,25200.0,286.0,207.0,172.0,12
0,G0101-000003,generated-day-1,,A00423,24,37.848,17.199,8,12,1200,,,7200.0,25200.0,265.0,175.0,355.0,6
0,G0101-000003,generated-day-1,,A00178,6,6.496,10.798,2,34,3402,,,7200.0,25200.0,244.0,167.0,265.0,6
0,G0101-000003,generated-day-1,,A00534,24,12.566000000000003,10.014,5,5,500,,,7200.0,25200.0,281.0,206.0,173.0,12
0,G0101-000003,generated-day-1,,A00907,6,9.522,17.063,7,15,1500,,,7200.0,25200.0,281.0,188.0,323.0,6
0,G0101-000003,generated-day-1,,A00121,60,94.52,14.002,7,21,2102,,,7200.0,25200.0,299.0,201.0,293.0,6
0,G0101-000003,generated-day-1,,A00069,8,12.764,11.996,7,39,3900,,,7200.0,25200.0,196.0,196.0,300.0,4
0,G0101-000003,generated-day-1,,A00222,6,1.6110000000000002,15.236,2,14,1400,,,7200.0,25200.0,278.0,186.0,297.0,6
0,G0101-000003,generated-day-1,,A00088,6,6.362,12.768,7,3,304,,,7200.0,25200.0,166.0,219.0,316.0,6
0,G0101-000003,generated-day-1,,A00555,6,4.869,9.178,8,44,4400,,,7200.0,25200.0,217.0,145.0,278.0,6
0,G0101-000003,generated-day-1,,A00099,6,9.47,17.609,8,31,3102,,,7200.0,25200.0,196.0,294.0,288.0,6
0,G0101-000003,generated-day-1,,A00276,24,25.096000000000004,12.288,8,27,2702,,,7200.0,25200.0,166.0,249.0,316.0,6
0,G0101-000003,generated-day-1,,A00061,6,6.462,9.196,8,29,2900,,,7200.0,25200.0,238.0,159.0,243.0,6
0,G0101-000003,generated-day-1,,A00552,6,9.318,15.64,7,14,1404,,,7200.0,25200.0,176.0,264.0,316.0,6
0,G0101-000003,generated-day-1,,A00315,18,19.029,9.634,8,32,3200,,,7200.0,25200.0,220.0,147.0,279.0,6
0,G0101-000003,generated-day-1,,A00364,48,17.182,12.787,5,30,3002,,,7200.0,25200.0,360.0,240.0,148.0,24
0,G0101-000003,generated-day-1,,A01227,48,51.72,11.746,8,49,4900,,,7200.0,25200.0,250.0,169.0,278.0,6
0,G0101-000003,generated-day-1,,A00984,24,8.334,13.34,5,42,4202,,,7200.0,25200.0,305.0,206.0,288.0,24
0,G0101-000003,generated-day-1,,A00514,6,9.236,14.164,7,27,2704,,,7200.0,25200.0,262.0,170.0,318.0,6
0,G0101-000003,generated-day-1,,A00762,24,8.587,12.906,5,34,3400,,,7200.0,25200.0,355.0,240.0,147.0,24
0,G0101-000003,generated-day-1,,A00071,6,2.404,13.218,6,36,3602,,,7200.0,25200.0,310.0,205.0,208.0,6
0,G0101-000003,generated-day-1,,A00771,6,12.680999999999997,18.095,7,1,104,,,7200.0,25200.0,305.0,206.0,288.0,6
0,G0101-000003,generated-day-1,,A00813,18,19.002,9.827,8,36,3604,,,7200.0,25200.0,232.0,154.0,263.0,6
0,G0101-000003,generated-day-1,,A01244,6,6.465,11.746,8,49,4900,,,7200.0,25200.0,250.0,169.0,278.0,6
0,G0101-000003,generated-day-1,,A01026,24,12.924,19.364,4,19,1900,,,7200.0,25200.0,410.0,273.0,173.0,24
0,G0101-000003,generated-day-1,,A00745,24,12.775000000000002,20.536,4,28,2800,,,7200.0,25200.0,403.0,265.0,177.0,24
0,G0101-000003,generated-day-1,,A00591,6,6.84,8.894,3,42,4200,,,7200.0,25200.0,220.0,180.0,243.0,6
0,G0101-000003,generated-day-1,,A00376,16,24.4,13.115,7,36,3604,,,7200.0,25200.0,305.0,206.0,288.0,4
0,G0101-000003,generated-day-1,,A00294,48,13.226,10.034,5,37,3704,,,7200.0,25200.0,220.0,165.0,138.0,24
0,G0101-000003,generated-day-1,,A00371,24,9.566,16.602,3,13,1300,,,7200.0,25200.0,340.0,230.0,205.0,24
0,G0101-000003,generated-day-1,,A00683,24,36.928,16.762,8,9,900,,,7200.0,25200.0,407.0,269.0,229.0,6
0,G0101-000003,generated-day-1,,A00205,6,9.404,13.829,7,3,300,,,7200.0,25200.0,255.0,170.0,319.0,6
0,G0101-000003,generated-day-1,,A00009,9,12.488,127.368,7,0,3,,,7200.0,25200.0,580.0,720.0,305.0,9
0,G0101-000003,generated-day-1,,A00253,126,130.11599999999999,10.568,8,29,2902,,,7200.0,25200.0,240.0,160.0,272.0,6
0,G0101-000004,generated-day-1,,A00599,120,32.945,9.677,5,39,3904,,,7200.0,25200.0,330.0,220.0,138.0,24
0,G0101-000004,generated-day-1,,A00276,24,25.096000000000004,12.288,8,27,2702,,,7200.0,25200.0,166.0,249.0,316.0,6
0,G0101-000004,generated-day-1,,A00061,6,6.462,9.196,8,29,2900,,,7200.0,25200.0,238.0,159.0,243.0,6
0,G0101-000004,generated-day-1,,A00623,24,25.316,12.585,8,28,2802,,,7200.0,25200.0,166.0,249.0,316.0,6
0,G0101-000004,generated-day-1,,A00393,6,6.776,10.691,3,2,200,,,7200.0,25200.0,241.0,160.0,265.0,6
0,G0101-000004,generated-day-1,,A00612,24,8.512,13.267,5,39,3900,,,7200.0,25200.0,360.0,243.0,150.0,24
0,G0101-000004,generated-day-1,,A01129,6,9.407,15.996,8,5,502,,,7200.0,25200.0,174.0,261.0,340.0,6
0,G0101-000004,generated-day-1,,A00177,8,8.803,12.056,6,29,2900,,,7200.0,25200.0,319.0,168.0,238.0,8
0,G0101-000004,generated-day-1,,A00737,6,8.11,15.148,1,26,2602,,,7200.0,25200.0,260.0,175.0,323.0,6
0,G0101-000004,generated-day-1,,A00660,12,6.283999999999999,9.587,5,6,602,,,7200.0,25200.0,273.0,203.0,173.0,12
0,G0101-000004,generated-day-1,,A00162,24,6.575999999999999,10.241,5,33,3300,,,7200.0,25200.0,327.0,217.0,136.0,24
0,G0101-000004,generated-day-1,,A00002,12,5.87,8.797,4,9,904,,,7200.0,25200.0,225.0,170.0,220.0,12
0,G0101-000004,generated-day-1,,A00968,28,44.492,10.938,7,38,3802,,,7200.0,25200.0,194.0,194.0,307.0,4
0,G0101-000004,generated-day-1,,A00336,12,6.509,10.05,5,4,400,,,7200.0,25200.0,272.0,203.0,169.0,12
0,G0101-000004,generated-day-1,,A01114,8,12.462,12.261,7,37,3702,,,7200.0,25200.0,196.0,196.0,300.0,4
0,G0101-000004,generated-day-1,,A01154,6,9.229,16.385,7,14,1400,,,7200.0,25200.0,255.0,170.0,308.0,6
0,G0101-000004,generated-day-1,,A00964,24,6.021000000000001,19.481,4,33,3304,,,7200.0,25200.0,408.0,276.0,173.0,24
0,G0101-000004,generated-day-1,,A00708,48,25.092,22.163,4,28,2802,,,7200.0,25200.0,405.0,270.0,175.0,24
0,G0101-000004,generated-day-1,,A00839,4,6.236,11.956,7,42,4200,,,7200.0,25200.0,360.0,243.0,150.0,4
0,G0101-000004,generated-day-1,,A00901,96,34.216,13.158,5,35,3500,,,7200.0,25200.0,360.0,240.0,150.0,24
0,G0101-000004,generated-day-1,,A01110,6,6.145,11.419,3,23,2300,,,7200.0,25200.0,236.0,156.0,299.0,6
0,G0101-000004,generated-day-1,,A00302,72,110.964,15.08,7,30,3004,,,7200.0,25200.0,272.0,180.0,308.0,6
0,G0101-000004,generated-day-1,,A01191,24,12.565000000000001,19.506,4,35,3504,,,7200.0,25200.0,400.0,270.0,172.0,24
0,G0101-000004,generated-day-1,,A01146,6,6.371,11.162,3,40,4002,,,7200.0,25200.0,229.0,153.0,298.0,6
0,G0101-000004,generated-day-1,,A00194,6,6.902999999999999,10.142,3,4,404,,,7200.0,25200.0,217.0,175.0,250.0,6
0,G0101-000005,generated-day-1,,A01015,24,8.523,13.595,5,1,102,,,7200.0,25200.0,409.0,277.0,120.0,24
0,G0101-000005,generated-day-1,,A01211,6,7.099,12.032,3,41,4102,,,7200.0,25200.0,229.0,157.0,315.0,6
0,G0101-000005,generated-day-1,,A00316,24,51.164,17.562,6,14,1400,,,7200.0,25200.0,290.0,195.0,280.0,6
0,G0101-000005,generated-day-1,,A01088,72,19.791000000000004,10.08,5,22,2202,,,7200.0,25200.0,332.0,219.0,138.0,24
0,G0101-000005,generated-day-1,,A00813,36,38.004,9.827,8,36,3604,,,7200.0,25200.0,232.0,154.0,263.0,6
0,G0101-000006,generated-day-1,,A00778,6,8.38,15.444,1,12,1204,,,7200.0,25200.0,276.0,186.0,316.0,6
0,G0101-000006,generated-day-1,,A01014,12,4.383,6.659,5,16,1602,,,7200.0,25200.0,239.0,177.0,150.0,12
0,G0101-000006,generated-day-1,,A00889,6,6.2059999999999995,12.897,7,29,2904,,,7200.0,25200.0,245.0,145.0,320.0,6
0,G0101-000006,generated-day-1,,A00826,12,18.537,11.759,7,40,4002,,,7200.0,25200.0,196.0,196.0,300.0,4
0,G0101-000006,generated-day-1,,A00055,24,31.451999999999998,14.454,7,42,4204,,,7200.0,25200.0,268.0,178.0,303.0,6
0,G0101-000006,generated-day-1,,A00100,6,9.232,14.578,8,36,3602,,,7200.0,25200.0,260.0,172.0,320.0,6
0,G0101-000006,generated-day-1,,A00386,6,9.441,14.95,8,16,1600,,,7200.0,25200.0,175.0,263.0,328.0,6
0,G0101-000006,generated-day-1,,A01197,6,12.681999999999999,22.567,7,4,400,,,7200.0,25200.0,360.0,244.0,150.0,6
0,G0101-000006,generated-day-1,,A00239,12,4.148,6.76,5,24,2404,,,7200.0,25200.0,249.0,181.0,150.0,12
0,G0101-000006,generated-day-1,,A00989,12,6.283000000000001,10.086,5,1,100,,,7200.0,25200.0,283.0,206.0,173.0,12
0,G0101-000006,generated-day-1,,A00557,6,6.443,14.946,8,31,3100,,,7200.0,25200.0,299.0,193.0,259.0,6
0,G0101-000006,generated-day-1,,A01199,24,12.541999999999998,18.699,5,36,3600,,,7200.0,25200.0,450.0,270.0,171.0,24
0,G0101-000006,generated-day-1,,A00859,12,12.91,10.912,8,27,2700,,,7200.0,25200.0,274.0,187.0,335.0,6
0,G0101-000006,generated-day-1,,A00639,12,4.202,6.888,6,3,302,,,7200.0,25200.0,280.0,205.0,120.0,12
0,G0101-000006,generated-day-1,,A00098,6,6.242,10.737,8,39,3904,,,7200.0,25200.0,234.0,156.0,284.0,6
0,G0101-000006,generated-day-1,,A00245,18,23.223,14.072,7,9,900,,,7200.0,25200.0,268.0,178.0,303.0,6
0,G0101-000006,generated-day-1,,A00241,6,9.232,16.762,8,9,900,,,7200.0,25200.0,260.0,174.0,334.0,6
0,G0101-000006,generated-day-1,,A00324,24,12.599,19.696,4,21,2100,,,7200.0,25200.0,411.0,277.0,173.0,24
0,G0101-000006,generated-day-1,,A00315,30,31.714999999999996,9.634,8,32,3200,,,7200.0,25200.0,220.0,147.0,279.0,6
0,G0101-000006,generated-day-1,,A00336,12,6.509,10.05,5,4,400,,,7200.0,25200.0,272.0,203.0,169.0,12
0,G0101-000006,generated-day-1,,A00967,16,25.516,15.973,6,15,1500,,,7200.0,25200.0,290.0,200.0,262.0,8
0,G0101-000006,generated-day-1,,A00551,6,9.348,16.313,7,13,1300,,,7200.0,25200.0,265.0,175.0,330.0,6
0,G0101-000006,generated-day-1,,A01046,6,6.392999999999999,13.029,7,16,1602,,,7200.0,25200.0,258.0,172.0,333.0,6
0,G0101-000006,generated-day-1,,A00351,12,25.54,17.62,6,19,1902,,,7200.0,25200.0,290.0,195.0,280.0,6
0,G0101-000006,generated-day-1,,A00711,6,8.019,14.717,1,6,602,,,7200.0,25200.0,265.0,180.0,310.0,6
0,G0101-000006,generated-day-1,,A00122,6,6.283999999999999,11.271,8,44,4404,,,7200.0,25200.0,260.0,170.0,255.0,6
0,G0101-000006,generated-day-1,,A00172,12,6.527999999999999,9.991,5,12,1204,,,7200.0,25200.0,399.0,135.0,170.0,12
0,G0101-000006,generated-day-1,,A00700,24,6.579000000000001,10.287,5,36,3604,,,7200.0,25200.0,334.0,220.0,140.0,24
0,G0101-000006,generated-day-1,,A00252,12,12.611999999999998,11.369,8,46,4600,,,7200.0,25200.0,240.0,160.0,279.0,6
0,G0101-000006,generated-day-1,,A01194,24,8.573,13.25,5,37,3700,,,7200.0,25200.0,365.0,242.0,150.0,24
0,G0101-000006,generated-day-1,,A00058,24,6.641,10.151,4,20,2011,,,7200.0,25200.0,335.0,218.0,139.0,24
0,G0101-000006,generated-day-1,,A00990,24,8.512,13.851,6,5,500,,,7200.0,25200.0,405.0,270.0,123.0,24
0,G0101-000006,generated-day-1,,A00531,6,6.351,12.253,8,47,4702,,,7200.0,25200.0,244.0,174.0,246.0,6
0,G0101-000007,generated-day-1,,A00724,6,12.304000000000002,18.607,7,2,200,,,7200.0,25200.0,328.0,219.0,343.0,6
0,G0101-000007,generated-day-1,,A00681,12,4.188,6.659,5,13,1304,,,7200.0,25200.0,245.0,180.0,151.0,12
0,G0101-000007,generated-day-1,,A00857,24,12.880000000000003,19.622,4,17,1700,,,7200.0,25200.0,408.0,278.0,173.0,24
0,G0101-000007,generated-day-1,,A00713,24,6.311,9.632,5,39,3902,,,7200.0,25200.0,330.0,220.0,138.0,24
0,G0101-000007,generated-day-1,,A00259,24,9.892,25.269,4,12,1204,,,7200.0,25200.0,350.0,233.0,208.0,24
0,G0101-000007,generated-day-1,,A00754,6,8.08,14.39,7,21,2104,,,7200.0,25200.0,254.0,169.0,329.0,6
0,G0101-000007,generated-day-1,,A00341,6,9.28,16.985,8,15,1500,,,7200.0,25200.0,266.0,266.0,340.0,6
0,G0101-000007,generated-day-1,,A01189,6,9.416,13.811,8,20,2000,,,7200.0,25200.0,278.0,184.0,270.0,6
0,G0101-000007,generated-day-1,,A00616,6,9.251,14.358,8,28,2800,,,7200.0,25200.0,260.0,172.0,320.0,6
0,G0101-000007,generated-day-1,,A00315,12,12.686,9.634,8,32,3200,,,7200.0,25200.0,220.0,147.0,279.0,6
0,G0101-000007,generated-day-1,,A00804,36,19.527,10.05,5,4,400,,,7200.0,25200.0,282.0,206.0,173.0,12
0,G0101-000007,generated-day-1,,A00061,12,12.924,9.196,8,29,2900,,,7200.0,25200.0,238.0,159.0,243.0,6
0,G0101-000007,generated-day-1,,A00839,4,6.236,11.956,7,42,4200,,,7200.0,25200.0,360.0,243.0,150.0,4
0,G0101-000007,generated-day-1,,A01046,12,12.785999999999998,13.029,7,16,1602,,,7200.0,25200.0,258.0,172.0,333.0,6
0,G0101-000007,generated-day-1,,A01004,12,13.088000000000001,14.92,8,45,4500,,,7200.0,25200.0,294.0,196.0,255.0,6
0,G0101-000007,generated-day-1,,A00276,60,62.74,12.288,8,27,2702,,,7200.0,25200.0,166.0,249.0,316.0,6
0,G0101-000007,generated-day-1,,A01145,96,26.904,11.115,5,37,3702,,,7200.0,25200.0,220.0,165.0,138.0,24
0,G0101-000007,generated-day-1,,A00599,336,92.24600000000001,9.677,5,39,3904,,,7200.0,25200.0,330.0,220.0,138.0,24
0,G0101-000007,generated-day-1,,A00572,6,6.331999999999999,12.978,7,31,3102,,,7200.0,25200.0,166.0,249.0,316.0,6
0,G0101-000007,generated-day-1,,A01064,6,6.356,12.753,7,9,902,,,7200.0,25200.0,166.0,249.0,316.0,6
0,G0101-000007,generated-day-1,,A00628,6,7.632,11.34,2,28,2800,,,7200.0,25200.0,249.0,141.0,323.0,6
0,G0101-000007,generated-day-1,,A01026,24,12.924,19.364,4,19,1900,,,7200.0,25200.0,410.0,273.0,173.0,24
