date,order_id,customer_id,picker_id,article_id,quantity,line_weight,kolli_volume,aisle,house,picklocation,start_sec,end_sec,order_date,due_date,length,width,height,kolli_size
0,G0102-000001,generated-day-1,,A01059,6,6.732000000000001,12.614,3,24,2400,,,7200.0,28800.0,249.0,170.0,298.0,6
0,G0102-000001,generated-day-1,,A00884,6,12.794,17.194,6,18,1800,,,7200.0,28800.0,290.0,195.0,280.0,6
0,G0102-000001,generated-day-1,,A00253,48,49.568,10.568,8,29,2902,,,7200.0,28800.0,240.0,160.0,272.0,6
0,G0102-000001,generated-day-1,,A00535,6,13.387999999999998,21.938,5,13,1300,,,7200.0,28800.0,440.0,277.0,180.0,6
0,G0102-000001,generated-day-1,,A00386,12,18.882,14.95,8,16,1600,,,7200.0,28800.0,175.0,263.0,328.0,6
0,G0103-000001,generated-day-1,,A00840,6,7.138,12.91,3,10,1004,,,7200.0,32400.0,240.0,163.0,330.0,6
0,G0103-000001,generated-day-1,,A00149,16,24.924,12.261,7,37,3702,,,7200.0,32400.0,196.0,196.0,300.0,4
0,G0103-000001,generated-day-1,,A00427,6,9.282,17.06,7,15,1502,,,7200.0,32400.0,174.0,261.0,333.0,6
0,G0103-000001,generated-day-1,,A00846,24,8.486,6.707,6,3,300,,,7200.0,32400.0,281.0,204.0,117.0,12
0,G0103-000001,generated-day-1,,A00205,12,18.808,13.829,7,3,300,,,7200.0,32400.0,255.0,170.0,319.0,6
0,G0103-000001,generated-day-1,,A00061,6,6.462,9.196,8,29,2900,,,7200.0,32400.0,238.0,159.0,243.0,6
0,G0103-000001,generated-day-1,,A01080,12,15.094000000000001,13.608,1,12,1202,,,7200.0,32400.0,235.0,155.0,335.0,6
0,G0103-000001,generated-day-1,,A00870,24,13.113,19.175,5,10,1004,,,7200.0,32400.0,406.0,270.0,170.0,24
0,G0103-000001,generated-day-1,,A00315,18,19.029,9.634,8,32,3200,,,7200.0,32400.0,220.0,147.0,279.0,6
0,G0103-000001,generated-day-1,,A01013,12,10.937,20.872,8,42,4202,,,7200.0,32400.0,360.0,244.0,150.0,12
0,G0103-000001,generated-day-1,,A00491,12,12.703,19.484,4,13,1300,,,7200.0,32400.0,370.0,190.0,210.0,12
0,G0103-000001,generated-day-1,,A00221,6,7.135,13.217,1,14,1404,,,7200.0,32400.0,229.0,154.0,330.0,6
0,G0103-000001,generated-day-1,,A01114,8,12.462,12.261,7,37,3702,,,7200.0,32400.0,196.0,196.0,300.0,4
0,G0103-000001,generated-day-1,,A00765,6,9.304,14.5,8,35,3504,,,7200.0,32400.0,260.0,172.0,320.0,6
0,G0103-000001,generated-day-1,,A00436,6,7.622,15.395,3,39,3904,,,7200.0,32400.0,264.0,179.0,307.0,6
0,G0103-000001,generated-day-1,,A00523,25,5.58,75.687,7,0,4,,,7200.0,32400.0,400.0,600.0,280.0,25
0,G0103-000001,generated-day-1,,A00513,30,63.85500000000001,17.362,6,22,2200,,,7200.0,32400.0,290.0,195.0,280.0,6
0,G0103-000001,generated-day-1,,A01153,24,8.365,13.384,5,25,2500,,,7200.0,32400.0,355.0,235.0,149.0,24
0,G0103-000001,generated-day-1,,A00524,6,9.312,15.54,7,19,1904,,,7200.0,32400.0,176.0,264.0,316.0,6
0,G0103-000001,generated-day-1,,A00552,6,9.318,15.64,7,14,1404,,,7200.0,32400.0,176.0,264.0,316.0,6
0,G0103-000001,generated-day-1,,A01181,6,3.7560000000000002,7.351,3,33,3301,,,7200.0,32400.0,202.0,137.0,236.0,6
0,G0103-000001,generated-day-1,,A00832,12,18.432,17.315,8,6,602,,,7200.0,32400.0,265.0,175.0,355.0,6
0,G0103-000001,generated-day-1,,A00186,18,27.699,16.332,7,26,2602,,,7200.0,32400.0,270.0,180.0,340.0,6
0,G0103-000001,generated-day-1,,A00204,24,12.936,19.886,4,21,2102,,,7200.0,32400.0,410.0,273.0,173.0,24
0,G0103-000001,generated-day-1,,A01173,60,93.53,14.81,7,5,504,,,7200.0,32400.0,261.0,173.0,328.0,6
0,G0103-000001,generated-day-1,,A00386,6,9.441,14.95,8,16,1600,,,7200.0,32400.0,175.0,263.0,328.0,6
0,G0103-000001,generated-day-1,,A00482,48,17.144,12.807,5,31,3102,,,7200.0,32400.0,355.0,236.0,150.0,24
0,G0103-000001,generated-day-1,,A01252,36,55.956,13.754,7,28,2804,,,7200.0,32400.0,260.0,172.0,320.0,6
0,G0103-000001,generated-day-1,,A00486,6,6.962,10.619,2,40,4000,,,7200.0,32400.0,237.0,167.0,291.0,6
0,G0103-000001,generated-day-1,,A00390,4,6.1,13.115,7,35,3504,,,7200.0,32400.0,215.0,200.0,305.0,4
0,G0103-000001,generated-day-1,,A00882,6,7.5489999999999995,14.631,1,18,1802,,,7200.0,32400.0,268.0,179.0,305.0,6
0,G0103-000001,generated-day-1,,A00156,12,12.894,11.427,8,38,3802,,,7200.0,32400.0,243.0,165.0,285.0,6
0,G0103-000001,generated-day-1,,A00100,12,18.464,14.578,8,36,3602,,,7200.0,32400.0,260.0,172.0,320.0,6
0,G0103-000001,generated-day-1,,A00813,6,6.334,9.827,8,36,3604,,,7200.0,32400.0,232.0,154.0,263.0,6
0,G0103-000001,generated-day-1,,A00713,24,6.311,9.632,5,39,3902,,,7200.0,32400.0,330.0,220.0,138.0,24
0,G0103-000001,generated-day-1,,A01189,6,9.416,13.811,8,20,2000,,,7200.0,32400.0,278.0,184.0,270.0,6
0,G0103-000001,generated-day-1,,A00243,6,7.726000000000001,14.598,7,35,3502,,,7200.0,32400.0,269.0,178.0,310.0,6
0,G0103-000001,generated-day-1,,A00512,24,5.242,4.441,6,1,102,,,7200.0,32400.0,224.0,168.0,118.0,12
0,G0103-000001,generated-day-1,,A00876,12,15.852,14.424,8,30,3002,,,7200.0,32400.0,282.0,186.0,275.0,6
0,G0103-000001,generated-day-1,,A01015,24,8.523,13.595,5,1,102,,,7200.0,32400.0,409.0,277.0,120.0,24
0,G0103-000001,generated-day-1,,A00371,24,9.566,16.602,3,13,1300,,,7200.0,32400.0,340.0,230.0,205.0,24
0,G0103-000001,generated-day-1,,A00404,12,3.1980000000000004,5.231,6,13,1304,,,7200.0,32400.0,227.0,167.0,138.0,12
0,G0103-000001,generated-day-1,,A00984,24,8.334,13.34,5,42,4202,,,7200.0,32400.0,305.0,206.0,288.0,24
0,G0103-000001,generated-day-1,,A00907,6,9.522,17.063,7,15,1500,,,7200.0,32400.0,281.0,188.0,323.0,6
0,G0103-000001,generated-day-1,,A00326,24,6.596,10.157,4,20,2062,,,7200.0,32400.0,337.0,220.0,137.0,24
0,G0103-000001,generated-day-1,,A00171,21,4.825,78.239,7,0,2,,,7200.0,32400.0,390.0,590.0,292.0,21
0,G0103-000001,generated-day-1,,A00366,6,8.367,16.68,2,34,3400,,,7200.0,32400.0,270.0,180.0,309.0,6
0,G0103-000001,generated-day-1,,A00928,6,7.96,13.352,7,19,1900,,,7200.0,32400.0,255.0,170.0,308.0,6
0,G0103-000001,generated-day-1,,A00438,8,4.098,6.336,2,30,3004,,,7200.0,32400.0,237.0,117.0,219.0,8
0,G0103-000001,generated-day-1,,A00063,8,6.84,87.451,6,42,4200,,,7200.0,32400.0,742.0,293.0,405.0,8
0,G0103-000001,generated-day-1,,A00939,96,49.85199999999999,19.683,5,4,402,,,7200.0,32400.0,400.0,270.0,169.0,24
0,G0103-000001,generated-day-1,,A00124,6,9.257,17.136,8,21,2102,,,7200.0,32400.0,266.0,178.0,340.0,6
0,G0103-000001,generated-day-1,,A00121,120,189.04,14.002,7,21,2102,,,7200.0,32400.0,299.0,201.0,293.0,6
0,G0103-000001,generated-day-1,,A00831,6,7.693,13.899,2,27,2704,,,7200.0,32400.0,250.0,165.0,310.0,6
0,G0103-000001,generated-day-1,,A00279,12,2.621,4.441,6,1,102,,,7200.0,32400.0,224.0,168.0,118.0,12
0,G0103-000001,generated-day-1,,A00555,6,4.869,9.178,8,44,4400,,,7200.0,32400.0,217.0,145.0,278.0,6
0,G0103-000001,generated-day-1,,A00901,24,8.554,13.158,5,35,3500,,,7200.0,32400.0,360.0,240.0,150.0,24
0,G0103-000001,generated-day-1,,A00531,6,6.351,12.253,8,47,4702,,,7200.0,32400.0,244.0,174.0,246.0,6
0,G0103-000001,generated-day-1,,A00940,6,6.641,12.338,8,38,3800,,,7200.0,32400.0,249.0,167.0,278.0,6
0,G0103-000001,generated-day-1,,A01240,12,5.193,9.147,3,39,3900,,,7200.0,32400.0,239.0,184.0,208.0,12
0,G0103-000001,generated-day-1,,A00970,24,12.427,18.699,5,16,1600,,,7200.0,32400.0,395.0,265.0,180.0,24
0,G0103-000001,generated-day-1,,A01106,6,7.825,14.132,8,23,2300,,,7200.0,32400.0,255.0,170.0,305.0,6
0,G0103-000001,generated-day-1,,A00839,4,6.236,11.956,7,42,4200,,,7200.0,32400.0,360.0,243.0,150.0,4
0,G0103-000001,generated-day-1,,A00981,6,6.427,13.138,8,48,4804,,,7200.0,32400.0,277.0,186.0,255.0,6
0,G0103-000001,generated-day-1,,A01012,6,9.224,17.611,8,20,2002,,,7200.0,32400.0,265.0,175.0,355.0,6
0,G0103-000001,generated-day-1,,A00551,6,9.348,16.313,7,13,1300,,,7200.0,32400.0,265.0,175.0,330.0,6
0,G0103-000001,generated-day-1,,A00461,6,4.972,8.206,4,3,302,,,7200.0,32400.0,201.0,139.0,306.0,6
0,G0103-000001,generated-day-1,,A00081,6,7.105,12.37,2,14,1404,,,7200.0,32400.0,237.0,161.0,314.0,6
0,G0103-000001,generated-day-1,,A00167,12,16.27,14.172,7,24,2404,,,7200.0,32400.0,252.0,168.0,327.0,6
0,G0103-000001,generated-day-1,,A00790,12,12.847999999999999,12.018,8,42,4204,,,7200.0,32400.0,250.0,170.0,290.0,6
0,G0105-000001,generated-day-1,,A00664,54,58.428000000000004,10.875,8,35,3500,,,7200.0,39600.0,237.0,161.0,285.0,6
0,G0105-000001,generated-day-1,,A00214,12,4.861,9.58,4,20,2080,,,7200.0,39600.0,279.0,190.0,168.0,12
0,G0105-000001,generated-day-1,,A00448,84,74.361,20.66,8,42,4200,,,7200.0,39600.0,327.0,243.0,260.0,12
0,G0105-000001,generated-day-1,,A00382,24,12.553,19.506,4,33,3300,,,7200.0,39600.0,400.0,270.0,172.0,24
0,G0105-000001,generated-day-1,,A01091,12,19.046,17.431,8,13,1300,,,7200.0,39600.0,265.0,175.0,355.0,6
0,G0105-000001,generated-day-1,,A00012,6,8.367,16.317,1,36,3600,,,7200.0,39600.0,265.0,178.0,311.0,6
0,G0105-000001,generated-day-1,,A00155,48,13.178,10.019,5,19,1904,,,7200.0,39600.0,330.0,220.0,138.0,24
0,G0105-000001,generated-day-1,,A00562,12,16.01,14.61,7,22,2202,,,7200.0,39600.0,252.0,168.0,327.0,6
0,G0105-000001,generated-day-1,,A00970,24,12.427,18.699,5,16,1600,,,7200.0,39600.0,395.0,265.0,180.0,24
0,G0105-000001,generated-day-1,,A00755,12,3.207,5.16,5,18,1802,,,7200.0,39600.0,225.0,165.0,139.0,12
0,G0105-000001,generated-day-1,,A00689,24,8.674,13.415,6,5,502,,,7200.0,39600.0,405.0,270.0,123.0,24
0,G0105-000001,generated-day-1,,A01104,6,9.326,13.754,7,28,2804,,,7200.0,39600.0,250.0,167.0,315.0,6
0,G0105-000001,generated-day-1,,A00707,6,7.811,14.249,7,31,3100,,,7200.0,39600.0,252.0,168.0,327.0,6
0,G0105-000001,generated-day-1,,A01212,12,15.458,14.427,8,36,3600,,,7200.0,39600.0,269.0,178.0,310.0,6
0,G0105-000001,generated-day-1,,A00523,25,5.58,75.687,7,0,4,,,7200.0,39600.0,400.0,600.0,280.0,25
0,G0105-000001,generated-day-1,,A00809,6,8.193,14.222,1,40,4004,,,7200.0,39600.0,254.0,170.0,313.0,6
0,G0105-000001,generated-day-1,,A00687,12,6.35,38.882,6,39,3904,,,7200.0,39600.0,452.0,354.0,243.0,6
0,G0105-000001,generated-day-1,,A00626,6,6.228,10.807,8,34,3400,,,7200.0,39600.0,230.0,155.0,296.0,6
0,G0105-000001,generated-day-1,,A00289,6,8.351,14.052,2,6,600,,,7200.0,39600.0,246.0,169.0,338.0,6
0,G0105-000001,generated-day-1,,A01203,12,6.628,9.53,4,23,2363,,,7200.0,39600.0,286.0,198.0,170.0,12
0,G0105-000001,generated-day-1,,A00411,6,6.464,10.855,7,20,2004,,,7200.0,39600.0,274.0,187.0,335.0,6
0,G0105-000001,generated-day-1,,A00275,12,15.68,13.222,8,23,2302,,,7200.0,39600.0,255.0,170.0,305.0,6
0,G0105-000001,generated-day-1,,A00765,12,18.608,14.5,8,35,3504,,,7200.0,39600.0,260.0,172.0,320.0,6
0,G0105-000001,generated-day-1,,A00172,12,6.527999999999999,9.991,5,12,1204,,,7200.0,39600.0,399.0,135.0,170.0,12
0,G0105-000001,generated-day-1,,A00511,6,6.209,10.604,8,45,4504,,,7200.0,39600.0,240.0,160.0,272.0,6
0,G0105-000001,generated-day-1,,A00952,12,18.528,11.64,7,33,3304,,,7200.0,39600.0,196.0,196.0,303.0,4
0,G0105-000001,generated-day-1,,A01101,6,6.209,11.604,8,37,3702,,,7200.0,39600.0,247.0,166.0,283.0,6
0,G0105-000001,generated-day-1,,A00070,6,6.32,10.675,8,47,4704,,,7200.0,39600.0,240.0,160.0,278.0,6
0,G0105-000001,generated-day-1,,A01220,6,12.759999999999998,17.771,6,16,1600,,,7200.0,39600.0,290.0,195.0,280.0,6
0,G0105-000001,generated-day-1,,A00683,60,92.32,16.762,8,9,900,,,7200.0,39600.0,407.0,269.0,229.0,6
0,G0105-000001,generated-day-1,,A00471,24,8.554,13.158,5,35,3500,,,7200.0,39600.0,360.0,240.0,150.0,24
0,G0105-000001,generated-day-1,,A01035,6,6.401,12.031,7,4,404,,,7200.0,39600.0,240.0,160.0,312.0,6
0,G0105-000001,generated-day-1,,A01087,6,8.056,13.755,7,12,1204,,,7200.0,39600.0,257.0,171.0,313.0,6
0,G0105-000001,generated-day-1,,A01088,24,6.597000000000001,10.08,5,22,2202,,,7200.0,39600.0,332.0,219.0,138.0,24
0,G0105-000001,generated-day-1,,A00135,12,12.494,11.861,8,46,4604,,,7200.0,39600.0,240.0,160.0,279.0,6
0,G0105-000001,generated-day-1,,A00599,96,26.356,9.677,5,39,3904,,,7200.0,39600.0,330.0,220.0,138.0,24
0,G0105-000001,generated-day-1,,A00467,24,12.546,22.163,4,28,2802,,,7200.0,39600.0,405.0,270.0,175.0,24
0,G0105-000001,generated-day-1,,A00856,6,2.236,22.48,6,39,3900,,,7200.0,39600.0,330.0,260.0,262.0,6
0,G0105-000001,generated-day-1,,A01064,6,6.356,12.753,7,9,902,,,7200.0,39600.0,166.0,249.0,316.0,6
0,G0105-000001,generated-day-1,,A01089,6,7.15,12.951,3,18,1800,,,7200.0,39600.0,236.0,155.0,315.0,6
0,G0105-000001,generated-day-1,,A01044,30,39.535000000000004,13.934,8,22,2202,,,7200.0,39600.0,255.0,170.0,305.0,6
0,G0105-000001,generated-day-1,,A00667,12,18.42,16.46,7,14,1402,,,7200.0,39600.0,258.0,172.0,333.0,6
0,G0105-000001,generated-day-1,,A01059,6,6.732000000000001,12.614,3,24,2400,,,7200.0,39600.0,249.0,170.0,298.0,6
0,G0105-000001,generated-day-1,,A00298,6,9.526,20.66,3,5,504,,,7200.0,39600.0,302.0,199.0,318.0,6
0,G0105-000001,generated-day-1,,A00800,24,12.522000000000002,19.175,4,41,4104,,,7200.0,39600.0,406.0,273.0,173.0,24
0,G0105-000001,generated-day-1,,A00340,4,6.1,13.115,7,35,3504,,,7200.0,39600.0,215.0,200.0,305.0,4
0,G0105-000001,generated-day-1,,A00842,6,7.362,11.487,3,7,702,,,7200.0,39600.0,230.0,160.0,290.0,6
0,G0105-000001,generated-day-1,,A00395,6,7.652000000000001,13.15,3,40,4004,,,7200.0,39600.0,251.0,169.0,310.0,6
0,G0105-000001,generated-day-1,,A00106,24,12.566000000000003,10.086,5,1,100,,,7200.0,39600.0,283.0,206.0,173.0,12
0,G0105-000001,generated-day-1,,A01012,6,9.224,17.611,8,20,2002,,,7200.0,39600.0,265.0,175.0,355.0,6
0,G0105-000001,generated-day-1,,A00823,36,55.302,15.854,7,15,1504,,,7200.0,39600.0,258.0,172.0,332.0,6
0,G0105-000001,generated-day-1,,A00439,24,37.652,14.188,8,25,2500,,,7200.0,39600.0,250.0,167.0,315.0,6
0,G0105-000001,generated-day-1,,A00463,12,4.939,9.754,4,8,800,,,7200.0,39600.0,234.0,179.0,209.0,12
0,G0105-000001,generated-day-1,,A01152,120,31.925,9.943,5,30,3000,,,7200.0,39600.0,330.0,220.0,138.0,24
0,G0105-000001,generated-day-1,,A00335,6,7.731999999999999,14.056,8,30,3000,,,7200.0,39600.0,268.0,176.0,298.0,6
0,G0105-000001,generated-day-1,,A00130,4,6.1,13.115,7,41,4100,,,7200.0,39600.0,196.0,196.0,300.0,4
0,G0105-000001,generated-day-1,,A00062,18,6.523,10.345,6,17,1702,,,7200.0,39600.0,413.0,211.0,120.0,18
0,G0105-000001,generated-day-1,,A00277,6,9.513,14.684,8,16,1602,,,7200.0,39600.0,265.0,175.0,355.0,6
0,G0105-000001,generated-day-1,,A00211,6,6.3149999999999995,12.326,8,26,2600,,,7200.0,39600.0,166.0,249.0,316.0,6
0,G0105-000001,generated-day-1,,A00693,12,4.246,6.643,6,3,303,,,7200.0,39600.0,240.0,177.0,150.0,12
0,G0105-000001,generated-day-1,,A01013,12,10.937,20.872,8,42,4202,,,7200.0,39600.0,360.0,244.0,150.0,12
0,G0105-000001,generated-day-1,,A00369,3,15.597,28.46,6,20,2002,,,7200.0,39600.0,400.0,175.0,333.0,3
0,G0105-000001,generated-day-1,,A00074,24,13.046,10.183,4,19,1904,,,7200.0,39600.0,286.0,207.0,172.0,12
0,G0105-000001,generated-day-1,,A00713,24,6.311,9.632,5,39,3902,,,7200.0,39600.0,330.0,220.0,138.0,24
0,G0105-000001,generated-day-1,,A01090,6,6.97,11.593,2,27,2702,,,7200.0,39600.0,260.0,170.0,290.0,6
0,G0105-000001,generated-day-1,,A00706,6,12.771,17.362,6,22,2200,,,7200.0,39600.0,290.0,195.0,280.0,6
0,G0105-000001,generated-day-1,,A00602,24,8.55,13.303,5,41,4100,,,7200.0,39600.0,372.0,240.0,149.0,24
0,G0105-000001,generated-day-1,,A00055,6,7.8629999999999995,14.454,7,42,4204,,,7200.0,39600.0,268.0,178.0,303.0,6
0,G0105-000001,generated-day-1,,A01259,6,7.154,20.572,2,5,504,,,7200.0,39600.0,245.0,164.0,298.0,6
0,G0105-000001,generated-day-1,,A00524,12,18.624,15.54,7,19,1904,,,7200.0,39600.0,176.0,264.0,316.0,6
0,G0105-000001,generated-day-1,,A01004,6,6.5440000000000005,14.92,8,45,4500,,,7200.0,39600.0,294.0,196.0,255.0,6
0,G0105-000002,generated-day-1,,A00823,6,9.217,15.854,7,15,1504,,,7200.0,39600.0,258.0,172.0,332.0,6
0,G0105-000002,generated-day-1,,A00553,6,6.401999999999999,11.856,3,41,4104,,,7200.0,39600.0,160.0,320.0,320.0,6
0,G0105-000002,generated-day-1,,A00884,12,25.588,17.194,6,18,1800,,,7200.0,39600.0,290.0,195.0,280.0,6
0,G0105-000002,generated-day-1,,A01004,12,13.088000000000001,14.92,8,45,4500,,,7200.0,39600.0,294.0,196.0,255.0,6
0,G0105-000002,generated-day-1,,A00121,6,9.452,14.002,7,21,2102,,,7200.0,39600.0,299.0,201.0,293.0,6
0,G0105-000002,generated-day-1,,A01174,24,12.431,18.56,4,37,3700,,,7200.0,39600.0,405.0,270.0,172.0,24
0,G0105-000002,generated-day-1,,A01046,6,6.392999999999999,13.029,7,16,1602,,,7200.0,39600.0,258.0,172.0,333.0,6
0,G0105-000002,generated-day-1,,A00161,1,2.058,3.24,4,4,404,,,7200.0,39600.0,172.0,172.0,98.0,1
0,G0105-000002,generated-day-1,,A00391,6,9.395,16.181,7,6,604,,,7200.0,39600.0,261.0,174.0,335.0,6
0,G0105-000002,generated-day-1,,A00762,24,8.587,12.906,5,34,3400,,,7200.0,39600.0,355.0,240.0,147.0,24
0,G0105-000002,generated-day-1,,A00152,6,7.849,15.785,1,21,2104,,,7200.0,39600.0,260.0,173.0,303.0,6
0,G0105-000002,generated-day-1,,A00515,4,6.1,13.115,7,36,3604,,,7200.0,39600.0,305.0,206.0,288.0,4
0,G0105-000002,generated-day-1,,A01064,6,6.356,12.753,7,9,902,,,7200.0,39600.0,166.0,249.0,316.0,6
0,G0105-000002,generated-day-1,,A00190,12,12.99,11.176,5,35,3504,,,7200.0,39600.0,248.0,183.0,153.0,6
0,G0105-000002,generated-day-1,,A00573,228,784.56,12.653,8,24,2402,,,7200.0,39600.0,385.0,250.0,214.0,6
0,G0105-000002,generated-day-1,,A00955,6,9.537,14.215,7,24,2402,,,7200.0,39600.0,260.0,170.0,330.0,6
0,G0105-000002,generated-day-1,,A00220,4,6.721,11.138,5,41,4104,,,7200.0,39600.0,248.0,183.0,153.0,4
0,G0105-000002,generated-day-1,,A00106,24,12.566000000000003,10.086,5,1,100,,,7200.0,39600.0,283.0,206.0,173.0,12
0,G0106-000001,generated-day-1,,A00002,12,5.87,8.797,4,9,904,,,7200.0,43200.0,225.0,170.0,220.0,12
0,G0106-000001,generated-day-1,,A00508,24,8.363,13.643,5,21,2104,,,7200.0,43200.0,361.0,247.0,153.0,24
0,G0106-000001,generated-day-1,,A00730,24,8.285,13.709,5,34,3402,,,7200.0,43200.0,360.0,240.0,150.0,24
0,G0106-000001,generated-day-1,,A01173,30,46.765,14.81,7,5,504,,,7200.0,43200.0,261.0,173.0,328.0,6
0,G0106-000001,generated-day-1,,A01154,6,9.229,16.385,7,14,1400,,,7200.0,43200.0,255.0,170.0,308.0,6
0,G0106-000001,generated-day-1,,A01194,48,17.146,13.25,5,37,3700,,,7200.0,43200.0,365.0,242.0,150.0,24
0,G0106-000001,generated-day-1,,A00657,6,6.112,11.372,3,39,3905,,,7200.0,43200.0,226.0,154.0,298.0,6
0,G0106-000001,generated-day-1,,A01252,6,9.326,13.754,7,28,2804,,,7200.0,43200.0,260.0,172.0,320.0,6
0,G0106-000001,generated-day-1,,A00351,18,38.31,17.62,6,19,1902,,,7200.0,43200.0,290.0,195.0,280.0,6
0,G0106-000001,generated-day-1,,A00065,6,6.867000000000001,11.557,3,31,3100,,,7200.0,43200.0,230.0,150.0,300.0,6
0,G0106-000001,generated-day-1,,A00830,12,4.314,6.642,6,10,1000,,,7200.0,43200.0,246.0,180.0,150.0,12
0,G0106-000001,generated-day-1,,A00386,6,9.441,14.95,8,16,1600,,,7200.0,43200.0,175.0,263.0,328.0,6
0,G0106-000001,generated-day-1,,A00327,6,7.188,10.169,4,5,500,,,7200.0,43200.0,211.0,188.0,229.0,6
0,G0106-000001,generated-day-1,,A00566,240,127.0,18.782,4,29,2904,,,7200.0,43200.0,405.0,265.0,175.0,24
0,G0106-000001,generated-day-1,,A00826,8,12.358,11.759,7,40,4002,,,7200.0,43200.0,196.0,196.0,300.0,4
0,G0106-000001,generated-day-1,,A00806,12,3.2119999999999997,5.252,6,6,602,,,7200.0,43200.0,226.0,166.0,140.0,12
0,G0106-000001,generated-day-1,,A01013,12,10.937,20.872,8,42,4202,,,7200.0,43200.0,360.0,244.0,150.0,12
0,G0106-000001,generated-day-1,,A00765,36,55.824,14.5,8,35,3504,,,7200.0,43200.0,260.0,172.0,320.0,6
0,G0106-000001,generated-day-1,,A00823,6,9.217,15.854,7,15,1504,,,7200.0,43200.0,258.0,172.0,332.0,6
0,G0106-000001,generated-day-1,,A00970,24,12.427,18.699,5,16,1600,,,7200.0,43200.0,395.0,265.0,180.0,24
0,G0106-000001,generated-day-1,,A01220,6,12.759999999999998,17.771,6,16,1600,,,7200.0,43200.0,290.0,195.0,280.0,6
0,G0106-000001,generated-day-1,,A00318,48,17.08,6.597,5,26,2602,,,7200.0,43200.0,245.0,180.0,150.0,12
0,G0106-000001,generated-day-1,,A00931,6,7.054,12.408,2,24,2402,,,7200.0,43200.0,236.0,155.0,315.0,6
0,G0106-000001,generated-day-1,,A00412,6,8.783,14.896,3,27,2700,,,7200.0,43200.0,256.0,171.0,315.0,6
0,G0106-000001,generated-day-1,,A00698,24,8.501,19.006,6,10,1004,,,7200.0,43200.0,417.0,383.0,119.0,24
0,G0106-000001,generated-day-1,,A01101,12,12.418,11.604,8,37,3702,,,7200.0,43200.0,247.0,166.0,283.0,6
0,G0106-000001,generated-day-1,,A00998,6,6.5809999999999995,9.411,2,22,2202,,,7200.0,43200.0,220.0,150.0,293.0,6
